Paper,Filename,RefIndex,RefNum,PredictedStatus,RawCitation,ReviewCategory,ReviewNote
PMC6712663.pdf,pre.zip/PMC6712663.pdf,7,8,not_found,"World Health Organization (WHO), United Nations Children’s Fund (UNICEF). Improving nutritional outcomes with better water, sanitation and hygiene: practical solutions for policies and programmes. Geneva: WHO/UNICEF; 2015.",,
PMC6712663.pdf,pre.zip/PMC6712663.pdf,16,17,not_found,Briscoe J. Intervention studies and the defintiion of dominant transmission routes. Am J Epidemiol. 1984;120(3):449–56.,,
PMC6771099.pdf,pre.zip/PMC6771099.pdf,51,52,not_found,"Luft HS, Parker JD. Volume and quality in coronary artery bypass grafting. Br Med J. 1995;314:1304–5.",,
PMC6849328.pdf,pre.zip/PMC6849328.pdf,19,20,not_found,"Miles J, Khan M, Painchaud C, Lalwani N, Drake S, Dasseux J-L. P105 single-dose tolerability, pharmacokinetics, and cholesterol mobilization in Hdl-c fraction following intravenous administration of Etc-642, a 22-mer Apoa-i analogue and phospholipids complex, in atherosclerosis patients. Arteriosclerosis, Thrombosis Vascular Biol J Am Heart Assoc. 2004;24(5):e-19.",,
PMC6907114.pdf,pre.zip/PMC6907114.pdf,3,4,not_found,"van der Veen N, Carpay M, van Delden J, Grievink L, B. H, Lock A, Salverda J: Feasibility study for improvements to the population screening for cervical cancer [in Dutch]. Bilthoven: Rijksinstituut voor Volksgezondheid en Milieu (RIVM); 2013.",,
PMC6966789.pdf,pre.zip/PMC6966789.pdf,57,58,not_found,"Government A. National statement on ethical conduct in human research (2007)—updated May 2015. In: Council NHaMR, editor 2015.",,
PMC7011529.pdf,pre.zip/PMC7011529.pdf,34,35,not_found,World Health Organisation. Guidelines for managing advanced HIV disease and rapid initiation of antiretroviral therapy. In: Guidelines for Managing Advanced HIV Disease and Rapid Initiation of Antiretroviral Therapy. edn. Geneva; 2017.,,
PMC7199339.pdf,pre.zip/PMC7199339.pdf,8,9,not_found,National Institute for Health and Care Excellence: The clinical management of primary hypertension in adults: clinical guideline 127. 2011.,,
PMC7255908.pdf,pre.zip/PMC7255908.pdf,11,12,not_found,"Jacob A, Justine R, Naomi A, Derrick C, Daniel W, David W, Anne-Marie OC. Dynamic linkage of COVID-19 test results between Public Health England’s Second Generation Surveillance System and UK Biobank; 2020.",,
PMC7271537.pdf,pre.zip/PMC7271537.pdf,10,11,not_found,"Covington P, Christopher R, Davenport M, Fleck P, Mekki QA, Wann ER, Karim A. Pharmacokinetic, pharmacodynamic, and tolerability profiles of the dipeptidyl peptidase-4 inhibitor alogliptin: a randomized, double-blind, placebo-controlled, multiple-dose study in adult patients with type 2 diabetes. Clin Ther. 2008;30(3):499–512.",,
PMC7271537.pdf,pre.zip/PMC7271537.pdf,13,14,not_found,"JP, F.; RJ, G., A proportional hazards model for the subdistribution of a competing risk. J Am Stat Assoc. 1999, 94 :496–509.",,
PMC7360473.pdf,pre.zip/PMC7360473.pdf,16,17,not_found,"Schuler A, Habermann C, Plosa J, et al. Age-related expression of SARS-CoV-2 primining protease TMPRSS2 in the developing lung. 2020. https://doi. org/10.1101/2020.05.22.111187 bioRxiv preprint doi: https://doi.org/10.1101/ 2020.05.22.111187.",,
PMC7406389.pdf,pre.zip/PMC7406389.pdf,12,13,not_found,"Gilsanz P, Corrada MM, Kawas CH, Quesenberry CP, Lee C, Whitmer RA. Women’s reproductive history and dementia risk. Alzheimers Dement. 2018; 14(7):P1350–1.",,
PMC7542948.pdf,pre.zip/PMC7542948.pdf,7,8,not_found,Molenaar PCM. A manifesto on psychology as idiographic science: bringing the person back into scientific psychology. Time Forever Measurement. 2009;2:219–47.,,
PMC7542948.pdf,pre.zip/PMC7542948.pdf,66,67,mismatch,Wood SN. Generalized additive models: an introduction with R. Boca Raton: Chapman and Hall/CRC; 2006.,,
PMC7667802.pdf,pre.zip/PMC7667802.pdf,10,11,not_found,"Bellis MA, Huhhes K, Perkins C, Bennett A. Protecting people, promoting health: a public health approach to violence prevention for England. Liverpool: Centre for Public Health; 2012.",,
PMC7667802.pdf,pre.zip/PMC7667802.pdf,28,29,not_found,"Scottish Government. Delivering for today, investing for tomorrow: the Government’s programme for Scotland 2018–2918. Edinburgh: The Scottish Government; 2018.",,
PMC7667802.pdf,pre.zip/PMC7667802.pdf,49,50,not_found,"Messman-Moore T, Coates AA. The impact of childhood trauma on adult interpersonal cibfklict: the role of early maladaptive schemas and patterns of interpersonal behavior. J Emot Abus. 2007;7:75–92.",,
PMC7672821.pdf,pre.zip/PMC7672821.pdf,16,17,not_found,"La BB, Miasojedow Z, And EM, Vihola M. Adaptive Parallel Tempering Algorithm; 2012.",,
PMC7672821.pdf,pre.zip/PMC7672821.pdf,42,43,not_found,Bernard B. SF-6D population norms; 2012. https://doi.org/10.1002/hec.,,
PMC7791645.pdf,pre.zip/PMC7791645.pdf,18,19,not_found,Pletcher. Model fittiing and hypothesis testing for age specific data. J Evol Biol. 2001;12:430–9.,,
PMC9082871.pdf,pre.zip/PMC9082871.pdf,30,31,not_found,The East Africa Trachoma/NTD Cross-border Partnership. East Africa NTD/Trachoma Cross Border Partnership. Fourth Annual Meeting. . 2018.,,
PMC6878715.pdf,pre.zip/PMC6878715.pdf,20,21,mismatch,"De Onis M, Onyango AW, Borghi E, Siyam A, Siekmann J. Development of a WHO growth reference for school-aged children and adolescents. Bull World Health Organ. 2007;043497:660–7. https://doi.org/10.2471/BLT.",,
PMC7057596.pdf,pre.zip/PMC7057596.pdf,31,32,mismatch,"Hawcroft C, Hughes R, Shaheen A, Usta J, Elkadi H, Dalton T, Feder G. Prevalence and health outcomes of domestic violence amongst clinical populations in Arab countries: a systematic review and meta-analysis. BMC Public Health. 2019;19(1):315. https://doi.org/10.1186/s12889-019-6619-2.",,
PMC7061463.pdf,pre.zip/PMC7061463.pdf,2,3,mismatch,"Uganda Bureau of Statistics (UBOS), International Community Foundation (ICF). Uganda Demographic and Health Survey 2016. Kampala and Rockville: UBOS, ICF; 2018.",,
PMC7315698.pdf,pre.zip/PMC7315698.pdf,11,12,mismatch,"Cochrane. Cochrane handbook for systematic reviews of interventions. 5.1.0 ed. Cochrane, editor 2011.",,
PMC7469292.pdf,pre.zip/PMC7469292.pdf,31,32,mismatch,"Sinnott-Armstrong N TY, Amar D, Mars N, Aguirre M, Venkataraman GR, et al. Genetics of 38 blood and urine biomarkers in the UK Biobank. bioRxiv 660506; 2019. https://doi.org/10.1101/660506.",,
PMC7652677.pdf,pre.zip/PMC7652677.pdf,26,27,mismatch,"Turner S. Major system change: a management and organisational research perspective. In: Rosalind Raine, Ray Fitzpatrick, Helen Barratt, Gywn Bevan, Nick Black, Ruth Boaden, et al. Challenges, solutions and future directions in the evaluation of service innovations in health care and public health. Health Serv Deliv Res. 2016;4(16) 2016. https://doi.org/10.3310/hsdr04160.",,
PMC8569998.pdf,pre.zip/PMC8569998.pdf,44,45,mismatch,"Shkolnikov VM, Leon AC, Adamets S, Andreev E, Deev AD. Educational Level and Adult Mortality in Russia: An Analysis of Routine Data 1979 to 1994. Soc Sci Med. 1998;47(3):357–69. https://doi.org/10.1016/S0277-9536(98)00096-3.",,
PMC8629597.pdf,pre.zip/PMC8629597.pdf,14,15,mismatch,"Decoster A, Jukka Pirttilä J, Holly Sutherland H, Gemma WG. SOUTHMOD: modelling tax-benefit systems in developing countries. Int J Microsimulation. 2019;12(1):1–12. https://doi.org/10.34196/ijm.00192.",,
PMC8629597.pdf,pre.zip/PMC8629597.pdf,15,16,mismatch,"Caro JJ, Briggs AH, Siebert U, Kuntz KM, Force I-SMGRPT. Modeling good research practices–overview: a report of the ISPOR-SMDM Modeling Good Research Practices Task Force-1. Med Decis Mak Int J Soc Med Decis Mak. 2012;32(5):667–77. https://doi.org/10.1177/0272 989X12454577.",,
PMC8904165.pdf,pre.zip/PMC8904165.pdf,56,57,mismatch,Wootton JCJC. Non-globular domains in protein sequences: auto‑ mated segmentation using complexity measures. Comput Chem. 1994;18(3):269–85.,,
PMC7218575.pdf,pre.zip/PMC7218575.pdf,16,17,not_found,"Guo C, Zhang Z, Lau AKH, Lin CQ, Chuang YC, Chan J, Jiang WK, Tam T, Yeoh E-K, Chan T-C, et al. Long-term exposure to fine particulate matter, lung function decline, and risk of chronic obstructive pulmonary disease. Lancet Planetary Health. 2018;2(3):12.",,
PMC7917004.pdf,pre.zip/PMC7917004.pdf,25,26,not_found,"E. G, B.J. C, J.J. O, L. D, V.J. F, A. H, et al. Oseltamivir for treatment and prevention of pandemic influenza A/H1N1 virus infection in households, Milwaukee, 2009. BMC Infect Dis. 2010;10:211. https://doi.org/10.1186/1471-2334-10-211.",,
PMC7948329.pdf,pre.zip/PMC7948329.pdf,5,6,not_found,"Dekker J, Alssema M, Janssen P, Van der Paardt M, Festen C, van Oosterhout M, et al. NHG-Standaard Het PreventieConsult module Cardiometabool NHG-Standaard (Guideline for cardiometabolic prevention by Dutch college of GPs). Huisarts Wet. 2011;54(3):138–55.",,
PMC7962372.pdf,pre.zip/PMC7962372.pdf,20,21,not_found,"Lohman MC, Resciniti NV, Wirth MD, Shivappa N, Hebert JR. Obesity, dietary inflammation, and frailty among older adults: evidence from the National Health and Nutrition Examination Survey. J Nutr Gerontol Geriatrics. 2019; 38(1):18 -3218-32.",,
PMC8097782.pdf,pre.zip/PMC8097782.pdf,2,3,not_found,Cheng et al. BMC Medicine (2021) 19:114 https://doi.org/10.1186/s12916-021-01976-9,,
PMC8393438.pdf,pre.zip/PMC8393438.pdf,5,6,not_found,"Pleil JD, Sobus JR. Estimating lifetime risk from spot biomarker data and intraclass correlation coefficients (ICC). J Toxicol Environ Health A Curr Iss. 2013;76(12):747–66. https://doi.org/10.1080/15287394.2013.821394.",,
PMC8569998.pdf,pre.zip/PMC8569998.pdf,54,55,not_found,"Kunst A, Groenhof F: Potential sources of bias in “unlinked”crosssectional studies. Socioeconomic inequalities in morbidity and mortality in Europe: a comparative study Rotterdam: Department of Public Health, Erasmus University 1996:147-162.",,
PMC8811984.pdf,pre.zip/PMC8811984.pdf,35,36,not_found,"Eknoyan G, Lameire N, Eckardt K, Kasiske B, Wheeler D, Levin A, et al. KDIGO 2012 clinical practice guideline for the evaluation and management of chronic kidney disease. Kidney Int. 2013;3(1):5–14. https://doi.org/10.1038/ kisup.2012.65.",,
PMC8904165.pdf,pre.zip/PMC8904165.pdf,0,1,not_found,WHO. World malaria report; 2021. p. 2021.,,
PMC8907007.pdf,pre.zip/PMC8907007.pdf,43,44,not_found,"Public Health Wales. Rubella, Wales Measles and Elimination Task Group: Action Plan 2019-2021. 2021.",,
PMC9040206.pdf,pre.zip/PMC9040206.pdf,19,20,not_found,National Registry of Diseases Office N: Singapore Cancer Registry Annual Registry Report 2015. 2017.,,
PMC9260996.pdf,pre.zip/PMC9260996.pdf,55,56,not_found,"Gloster HM Jr, Neal K. Skin cancer in skin of color. J Am Acad Dermatol. 2006;55(5):741–60 quiz 761-744.",,
PMC9351273.pdf,pre.zip/PMC9351273.pdf,1,2,not_found,"Humphrey, L., B.K.S. Chan, S. Detlefsen, and M. Helfand, in Screening for breast cancer. 2002: Rockville (MD).",,
PMC9351273.pdf,pre.zip/PMC9351273.pdf,11,12,not_found,"(HBSS), H.B.S.S. (2021) Health Behaviour Surveillance Survey (HBSS): percentage of women aged 50 to 69 years who have gone for mam‑ mography in the last 2 years.",,
PMC9351273.pdf,pre.zip/PMC9351273.pdf,25,26,not_found,"Ministry of Health and Health Promotion Board, S (2020) National Population Health Survey 2019.",,
PMC9367078.pdf,pre.zip/PMC9367078.pdf,10,11,not_found,Foods Standards Agency. National diet and nutrition survey: headline results from Years 1 and 2 (combined) of the Rolling Programme (2009/2009 - 2009/10). 2012.,,
PMC9394016.pdf,pre.zip/PMC9394016.pdf,6,7,not_found,"Practice parameters for hemodynamic support of sepsis in adult patients in sepsis. Task Force of the American College of Critical Care Medicine, Society of Critical Care Medicine. Crit Care Med. 1999;27(3):639–60.",,
PMC9394016.pdf,pre.zip/PMC9394016.pdf,18,19,not_found,"Shankar-Hari M, Phillips GS, Levy ML, Seymour CW, Liu VX, Deutschman CS, Angus DC, Rubenfeld GD, Singer M. Sepsis Definitions Task F: develop‑ ing a new definition and assessing new clinical criteria for septic shock: for the Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3). JAMA. 2016;315(8):775–87.",,
PMC9394016.pdf,pre.zip/PMC9394016.pdf,35,36,not_found,"Puskarich MA, Trzeciak S, Shapiro NI, Heffner AC, Kline JA, Jones AE. Emer‑ gency Medicine Shock Research N: outcomes of patients undergoing early sepsis resuscitation for cryptic shock compared with overt shock. Resuscitation. 2011;82(10):1289–93.",,
PMC9394016.pdf,pre.zip/PMC9394016.pdf,37,38,not_found,"Raith EP, Udy AA, Bailey M, McGloughlin S, MacIsaac C, Bellomo R, Pilcher DV. Australian, New Zealand Intensive Care Society Centre for O, Resource E: Prognostic Accuracy of the SOFA Score, SIRS Criteria, and qSOFA score for in-hospital mortality among adults with suspected infection admitted to the intensive care unit. JAMA. 2017;317(3):290–300.",,
PMC9583570.pdf,pre.zip/PMC9583570.pdf,1,2,not_found,"Sans S, Kesteloot H, Kromhout D. The burden of cardiovascular disease mortality in Europe. Eur Heart J. 1997;18(12):1231–48.",,
PMC9623908.pdf,pre.zip/PMC9623908.pdf,4,5,not_found,"Hall RL, Merwin EJ. The role of flavors. Food Technology. 1981;35:46–51.",,
PMC9623908.pdf,pre.zip/PMC9623908.pdf,63,64,not_found,"European Parlament, Council of the European Union. Regulation (EC) No 1331/2008 of the European Parliament and of the Council of 16 December 2008 establishing a common authorisation procedure for food additives, food enzymes and food flavourings: L 354/1. 2008.",,
PMC9623908.pdf,pre.zip/PMC9623908.pdf,68,69,not_found,"Introduction ZH. A dynamic business with taste - the flavour industry. In: Ziegler H, editor. Flavourings: production, composition, applications, regulations. 2nd ed. Weinheim: Wiley-VCH; 2007. p. 1–13.",,
PMC9623908.pdf,pre.zip/PMC9623908.pdf,72,73,not_found,"Broderick JJ, Part III. The state of the art: flavorist’s point of view. Perfumer Flavorist. 1978;3:20–4.",,
PMC9701006.pdf,pre.zip/PMC9701006.pdf,21,22,not_found,"Papoutsi C, Colligan G, Hagell A, Hargreaves D, Marshall M, Vijayaraghavan S, et al. Promises and perils of group clinics for young adults living with diabetes: findings from a realist review. Diabetes Care. 2019;42(5):705–12.",,
PMC9801659.pdf,pre.zip/PMC9801659.pdf,68,69,not_found,Semenza GL. Regulation of oxygen homeostasis by hypoxia-induci‑ ble factor I. Birth Defects Res A. 2008;82:314.,,
