Filename,Verdict,Ref#,Title,Status,EffectiveStatus,FpReason,Source,Retracted,Authors,FoundAuthors,PaperURL,DOI,ArxivID,FailedDBs
post.zip/PMC9814324.pdf,,11,Predicting radiation pneumonitis after chemoradiation therapy for lung cancer: an international individual patient data meta-analysis,verified,verified,,PubMed,false,Palma DA; Senan S; Tsujino K; Barriger RB; Rengan R; Moreno M,Palma DA; Senan S; Tsujino K; Barriger RB; Rengan R; Moreno M; Bradley JD; Kim TH; Ramella S; Marks LB; De Petris L; Stitt L; Rodrigues G,https://pubmed.ncbi.nlm.nih.gov/22682812/,,,
post.zip/PMC9814324.pdf,,12,Radiation dose–volume effects in the lung,verified,verified,,Semantic Scholar,false,Marks LB; Bentzen SM; Deasy JO; Kong F-MS; Bradley JD; Vogelius IS,L. Marks; S. Bentzen; J. Deasy; F. Kong; J. Bradley; I. Vogelius; I. E. Naqa; Jessica L. Hubbs; J. Lebesque; R. Timmerman; M. Martel; A. Jackson,https://www.semanticscholar.org/paper/34e4ace1c1b4771fa600d7b28c4f2562ebd5566e,,,
post.zip/PMC9814324.pdf,,13,"Risk of treat‑ ment-related toxicities from EGFR tyrosine kinase inhibitors: a meta-anal‑ ysis of clinical trials of gefitinib, erlotinib, and afatinib in advanced EGFR-mutated non-small cell lung cancer",verified,verified,,Semantic Scholar,false,Ding PN; Lord SJ; Gebski V; Links M; Bray V; Gralla RJ,P. Ding; S. Lord; V. Gebski; M. Links; V. Bray; R. Gralla; Jie Yang; C. Lee,https://www.semanticscholar.org/paper/34f56d7d76854790000c09f95807953263807af1,,,
post.zip/PMC9814324.pdf,,14,Severe acute interstitial pneumonia and gefitinib,verified,verified,,PubMed,false,Inoue A; Saijo Y; Maemondo M; Gomi K; Tokue Y; Kimura Y,Inoue A; Saijo Y; Maemondo M; Gomi K; Tokue Y; Kimura Y; Ebina M; Kikuchi T; Moriya T; Nukiwa T,https://pubmed.ncbi.nlm.nih.gov/12531582/,,,
post.zip/PMC9814324.pdf,,15,Management of adverse events associated with the use of everolimus in patients with advanced renal cell carcinoma,verified,verified,,Semantic Scholar,false,Porta C; Osanto S; Ravaud A; Climent MA; Vaishampayan U; White DA,C. Porta; S. Osanto; A. Ravaud; M. Climent; U. Vaishampayan; D. White; P. Creel; B. Dickow; P. Fischer; S. Gornell; F. Meloni; R. Motzer,https://www.semanticscholar.org/paper/a4c58b3e89e27f9085fe8fc86fb1f040f17e432b,,,
post.zip/PMC9814324.pdf,,16,Pneumonitis in patients treated with anti–programmed death-1/ programmed death ligand 1 therapy,verified,verified,,PubMed,false,Naidoo J; Wang X; Woo KM; Iyriboz T; Halpenny D; Cunningham J,Naidoo J; Wang X; Woo KM; Iyriboz T; Halpenny D; Cunningham J; Chaft JE; Segal NH; Callahan MK; Lesokhin AM; Rosenberg J; Voss MH; Rudin CM; Rizvi H; Hou X; Rodriguez K; Albano M; Gordon RA; Leduc C; Rekhtman N; Harris B; Menzies AM; Guminski AD; Carlino MS; Kong BY; Wolchok JD; Postow MA; Long GV; Hellmann MD,https://pubmed.ncbi.nlm.nih.gov/27646942/,,,
post.zip/PMC9814324.pdf,,17,A commentary on interstitial pneumonitis induced by docetaxel: clinical cases and systematic review of the literature,verified,verified,,PubMed,false,Genestreti G; Di Battista M; Trisolini R; Denicolò F; Valli M; Lazzari-Agli LA,Genestreti G; Di Battista M; Trisolini R; Denicolò F; Valli M; Lazzari-Agli LA; Dalpiaz G; De Biase D; Bartolotti M; Cavallo G; Brandes AA,https://pubmed.ncbi.nlm.nih.gov/25908033/,,,
post.zip/PMC9814324.pdf,,18,Interstitial pneumonitis from treatment with gemcitabine,verified,verified,,Semantic Scholar,false,Poole BB; Hamilton LA; Brockman MM; Byrd DC,B. Poole; Leslie A. Hamilton; Megan M. Brockman; D. Byrd,https://www.semanticscholar.org/paper/a6378416f74d5e96178d51d0273ba3dd83d54dcc,,,
post.zip/PMC9814324.pdf,,19,Bleomycin-induced pulmonary toxicity,verified,verified,,PubMed,false,Jules-Elysee K; White DA,Ge V; Banakh I; Tiruvoipati R; Haji K,https://pubmed.ncbi.nlm.nih.gov/30349718/,,,
post.zip/PMC9814324.pdf,,20,Previous radiotherapy and the clinical activity and tox‑ icity of pembrolizumab in the treatment of non-small-cell lung cancer: a secondary analysis of the KEYNOTE-001 phase 1 trial,verified,verified,,Semantic Scholar,false,Shaverdian N; Lisberg AE; Bornazyan K; Veruttipong D; Goldman JW; Formenti SC,N. Shaverdian; A. Lisberg; K. Bornazyan; D. Veruttipong; J. Goldman; S. Formenti; E. Garon; Percy Lee,https://www.semanticscholar.org/paper/12884f2b496efd3b4baecf8330d05a1a8a4ebd23,,,
post.zip/PMC9814324.pdf,,21,Effect of pembrolizumab after stereotactic body radio‑ therapy vs pembrolizumab alone on tumor response in patients with advanced non-small cell lung cancer: results of the PEMBRO-RT Phase 2 Randomized Clinical Trial,verified,verified,,CrossRef,false,Theelen WSME; Peulen HMU; Lalezari F; van der Noort V; de Vries JF; Aerts JGJV,Willemijn S. M. E. Theelen; Heike M. U. Peulen; Ferry Lalezari; Vincent van der Noort; Jeltje F. de Vries; Joachim G. J. V. Aerts; Daphne W. Dumoulin; Idris Bahce; Anna-Larissa N. Niemeijer; Adrianus J. de Langen; Kim Monkhorst; Paul Baas,https://doi.org/10.1001/jamaoncol.2019.1478,,,Europe PMC
post.zip/PMC9814324.pdf,,22,Harnessing big data to char‑ acterize immune-related adverse events,verified,verified,,CrossRef,false,Jing Y; Yang J; Johnson DB; Moslehi JJ,Ying Jing; Jingwen Yang; Douglas B. Johnson; Javid J. Moslehi; Leng Han,https://doi.org/10.1038/s41571-021-00597-8,,,Europe PMC
post.zip/PMC9814324.pdf,,23,Accessed 4 Oct 2020,not_found,skipped,,,false,,,,,,OpenAlex
post.zip/PMC9814324.pdf,,24,EGFR-TKI-associated interstitial pneu‑ monitis in nivolumab-treated patients with non-small cell lung cancer,verified,verified,,CrossRef,false,Oshima Y; Tanimoto T; Yuji K,Yasuo Oshima; Tetsuya Tanimoto; Koichiro Yuji; Arinobu Tojo,https://doi.org/10.1001/jamaoncol.2017.4526,,,Europe PMC
post.zip/PMC9814324.pdf,,25,Multinational Association of Supportive Care in Cancer (MASCC) 2020 clinical practice recommendations for the management of immune-related adverse events: pulmonary toxicity,not_found,skipped,,,false,Shannon VR; Anderson R; Blidner A; Choi J; Cooksley T; Dougan M,,,,,Europe PMC; OpenAlex
post.zip/PMC9814324.pdf,,26,Data mining of the public version of the FDA Adverse Event Reporting System,verified,verified,,CrossRef,false,Sakaeda T; Tamon A; Kadoyama K,Toshiyuki Sakaeda; Akiko Tamon; Kaori Kadoyama; Yasushi Okuno,https://doi.org/10.7150/ijms.6048,,,Europe PMC
post.zip/PMC9814324.pdf,,27,Controlling the false discovery rate: a practical and powerful approach to multiple testing,verified,verified,,CrossRef,false,Benjamini Y,Yoav Benjamini; Yosef Hochberg,https://doi.org/10.1111/j.2517-6161.1995.tb02031.x,,,Europe PMC
post.zip/PMC9814324.pdf,,28,,not_found,skipped,,,false,,,,,,Semantic Scholar; OpenAlex
post.zip/PMC9814324.pdf,,29,"RStudio: integrated development for R. RStudio, PBC, Boston http://​www",not_found,skipped,,,false,,,,,,OpenAlex
post.zip/PMC9814324.pdf,,30,Association of immune checkpoint inhibitors with respiratory infections: a review,verified,verified,,Europe PMC,false,Hamashima R; Uchino J; Morimoto Y; Iwasaku M; Kaneko Y; Yamada T,Hamashima R; Uchino J; Morimoto Y; Iwasaku M; Kaneko Y; Yamada T; Takayama K.,https://doi.org/10.1016/j.ctrv.2020.102109,,,
post.zip/PMC9814324.pdf,,31,Pneumonitis in non-small cell lung cancer patients receiving immune checkpoint immunotherapy: incidence and risk factors,verified,verified,,Semantic Scholar,false,Suresh K; Voong KR; Shankar B; Forde PM; Ettinger DS; Marrone KA,K. Suresh; K. Voong; B. Shankar; P. Forde; D. Ettinger; K. Marrone; R. Kelly; C. Hann; B. Levy; J. Feliciano; J. Brahmer; D. Feller-Kopman; A. Lerner; Hans J Lee; L. Yarmus; F. D’Alessio; R. Hales; C. Lin; K. Psoter; S. Danoff; J. Naidoo,https://www.semanticscholar.org/paper/037524db8c8600be31a5db608a34f34d48db83d2,,,
post.zip/PMC9814324.pdf,,32,Overall survival with durvalumab after chemoradiotherapy in stage III NSCLC,verified,verified,,Europe PMC,false,Antonia SJ; Villegas A; Daniel D; Vicente D; Murakami S; Hui R,Antonia SJ; Villegas A; Daniel D; Vicente D; Murakami S; Hui R; Kurata T; Chiappori A; Lee KH; de Wit M; Cho BC; Bourhaba M; Quantin X; Tokito T; Mekhail T; Planchard D; Kim YC; Karapetis CS; Hiret S; Ostoros G; Kubota K; Gray JE; Paz-Ares L; de Castro Carpeño J; Faivre-Finn C; Reck M; Vansteenkiste J; Spigel DR; Wadsworth C; Melillo G; Taboada M; Dennis PA; Özgüroğlu M; PACIFIC Investigators.,https://doi.org/10.1056/nejmoa1809697,,,
post.zip/PMC9814324.pdf,,33,Prognostic variables associated with improved outcomes in patients with stage III NSCLC treated with chemoradiation followed by consolidation pembrolizumab: a subset analysis of a phase II study from the Hoosier Cancer Research Network LUN,verified,verified,,Europe PMC,false,Anouti B; Althouse S; Durm G,Anouti B; Althouse S; Durm G; Hanna N.,https://doi.org/10.1016/j.cllc.2019.06.009,,,
post.zip/PMC9814324.pdf,,34,Safety evaluation of nivolumab added concurrently to radiotherapy in a stand‑ ard first line chemo-radiotherapy regimen in stage III non-small cell lung cancer—the ETOP NICOLAS trial,verified,verified,,PubMed,false,Peters S; Felip E; Dafni U; Belka C; Guckenberger M; Irigoyen A,Peters S; Felip E; Dafni U; Belka C; Guckenberger M; Irigoyen A; Nadal E; Becker A; Vees H; Pless M; Martinez-Marti A; Tufman A; Lambrecht M; Andratschke N; Piguet AC; Kassapian M; Roschitzki-Voser H; Rabaglio-Poretti M; Stahel RA; Vansteenkiste J; De Ruysscher D,https://pubmed.ncbi.nlm.nih.gov/31200833/,,,
post.zip/PMC9814324.pdf,,35,Phase II trial of concurrent atezolizumab with chemoradiation in unresectable non-small cell lung cancer,verified,verified,,Semantic Scholar,false,Lin SH; Lin Y; Yao L; Kalhor N; Carter BW; Altan M,Steven H. Lin; Y. Lin; L. Yao; N. Kalhor; B. Carter; M. Altan; G. Blumenschein; L. Byers; F. Fossella; D. Gibbons; J. Kurie; Charles Lu; G. Simon; F. Skoulidis; Joe Y. Chang; M. Jeter; Z. Liao; D. Gomez; M. O’Reilly; V. Papadimitrakopoulou; P. Thall; J. Heymach; A. Tsao,https://www.semanticscholar.org/paper/78343e149448d293c021e524220adacd02a72bbd,,,
post.zip/PMC9814324.pdf,,36,"Tyrosine kinase inhibitor-induced interstitial lung disease: clini‑ cal features, diagnostic challenges, and therapeutic dilemmas",verified,verified,,PubMed,false,Shah RR,Shah RR,https://pubmed.ncbi.nlm.nih.gov/27534751/,,,
post.zip/PMC9814324.pdf,,37,Relationship between pneumonitis induced by immune checkpoint inhibitors and the underlying parenchymal status: a retrospective study,verified,verified,,CrossRef,false,Pozzessere C; Bouchaab H; Jumeau R; Letovanec I; Daccord C; Bourhis J,Chiara Pozzessere; Hasna Bouchaab; Raphael Jumeau; Igor Letovanec; Cécile Daccord; Jean Bourhis; John O. Prior; Solange Peters; Romain Lazor; Catherine Beigelman-Aubry,https://doi.org/10.1183/23120541.00165-2019,,,
post.zip/PMC9814324.pdf,,38,Relationship between prior radiotherapy and checkpoint-inhibitor pneumonitis in patients with advanced non-small-cell lung cancer,verified,verified,,CrossRef,false,Voong KR; Hazell SZ; Fu W; Hu C; Lin CT; Ding K,Khinh Ranh Voong; Sarah Z. Hazell; Wei Fu; Chen Hu; Cheng Ting Lin; Kai Ding; Karthik Suresh; Jonathan Hayman; Russell K. Hales; Salem Alfaifi; Kristen A. Marrone; Benjamin Levy; Christine L. Hann; David S. Ettinger; Josephine L. Feliciano; Valerie Peterson; Ronan J. Kelly; Julie R. Brahmer; Patrick M. Forde; Jarushka Naidoo,https://doi.org/10.1016/j.cllc.2019.02.018,,,
post.zip/PMC9814324.pdf,,39,Safety of thoracic radiotherapy in patients with prior immune-related adverse events from immune checkpoint inhibitors,verified,verified,,PubMed,false,Shaverdian N; Beattie J; Thor M; Offin M; Shepherd AF; Gelblum DY,Shaverdian N; Beattie J; Thor M; Offin M; Shepherd AF; Gelblum DY; Wu AJ; Simone CB 2nd; Hellmann MD; Chaft JE; Rimner A; Gomez DR,https://pubmed.ncbi.nlm.nih.gov/33010460/,,,
post.zip/PMC9814324.pdf,,40,,not_found,skipped,,,false,Jung HA; Noh JM; Sun JM; Lee SH; Ahn JS,,,,,Semantic Scholar; OpenAlex
post.zip/PMC9814324.pdf,,41,Radiation-induced lung injury: assessment and management,verified,verified,,Europe PMC,false,Hanania AN; Mainwaring W; Ghebre YT; Hanania NA,Hanania AN; Mainwaring W; Ghebre YT; Hanania NA; Ludwig M.,https://doi.org/10.1016/j.chest.2019.03.033,,,
post.zip/PMC9814324.pdf,,42,Immune-checkpoint inhibitors associated with interstitial lung dis‑ ease in cancer patients,verified,verified,,CrossRef,false,Delaunay M; Cadranel J; Lusque A; Meyer N; Gounant V; Moro-Sibilot D,Myriam Delaunay; Jacques Cadranel; Amélie Lusque; Nicolas Meyer; Valérie Gounant; Denis Moro-Sibilot; Jean-Marie Michot; Judith Raimbourg; Nicolas Girard; Florian Guisier; David Planchard; Anne-Cécile Metivier; Pascale Tomasini; Eric Dansin; Maurice Pérol; Marion Campana; Oliver Gautschi; Martin Früh; Jean-David Fumet; Clarisse Audigier-Valette; Sébastien Couraud; Stéphane Dalle; Marie-Thérèse Leccia; Marion Jaffro; Samia Collot; Grégoire Prévot; Julie Milia; Julien Mazieres,https://doi.org/10.1183/13993003.00050-2017,,,
post.zip/PMC9814324.pdf,,43,Compare the efficacy and safety of programmed cell death-1 (PD-1) and programmed cell death ligand-1 (PD-L1) inhibitors for advanced non-small cell lung cancer: a Bayesian analysis,verified,verified,,PubMed,false,Liang J; Li M; Sui Q; Hu Z; Bian Y; Huang Y,Liang J; Li M; Sui Q; Hu Z; Bian Y; Huang Y; Zhan C; Jiang W; Wang Q; Tan L,https://pubmed.ncbi.nlm.nih.gov/32953506/,,,
post.zip/PMC9814324.pdf,,44,Patient and treatment characteristics of emergency presentations due to immune-mediated toxicities,verified,verified,,Europe PMC,false,Nahm SH; Heywood R; Callaghan S; Serra-Bellver P; Gupta A; Cooksley T,Nahm SH; Heywood R; Callaghan S; Serra-Bellver P; Gupta A; Cooksley T; Lorigan P.,https://doi.org/10.1016/j.ejca.2021.12.033,,,
post.zip/PMC9814324.pdf,,45,Emergency presentations in patients treated with immune checkpoint inhibitors,verified,verified,,Europe PMC,false,Cooksley T; Gupta A; Al-Sayed T,Cooksley T; Gupta A; Al-Sayed T; Lorigan P.,https://doi.org/10.1016/j.ejca.2020.02.025,,,
post.zip/PMC9831885.pdf,,13,Epigenetic epidemiology of the developmen‑ tal origins hypothesis,not_found,not_found,,,false,Waterl; RA; Michels KB,,,,,OpenAlex
post.zip/PMC9831885.pdf,,45,Bioinformatics. 2020;37(12):1759–60,not_found,not_found,,,false,Pelegí-Sisó D; de Prado P; Ronkainen J; Bustamante M; González JR,,,,,OpenAlex
post.zip/PMC9831885.pdf,,50,Does the association between early life growth and later obesity differ by race/ ethnicity or socioeconomic status? A systematic review,not_found,not_found,,,false,Andrea SB; Hooker ER; Messer LC; Tandy T,,,,,Semantic Scholar; CrossRef; OpenAlex
post.zip/PMC9831885.pdf,,54,Geneva: World Health Organization; 2006,not_found,not_found,,,false,WHO Child Growth Standards,,,,,OpenAlex
post.zip/PMC9831885.pdf,,65,Genetic variation at the proprotein convertase subtilisin/kexin type 5 gene modu‑ lates high-density lipoprotein cholesterol levels,not_found,not_found,,,false,Iatan I; Dastani Z; Do R; Weissglas-Volkov D; Ruel I; Lee JC,,,,,OpenAlex
post.zip/PMC9831885.pdf,,67,Cell Death Differ. 2011;18(2):315–27,not_found,not_found,,,false,Pei H; Yao Y; Yang Y; Liao K; Wu JR,,,,,OpenAlex
post.zip/PMC9831885.pdf,,1,Obesity: preventing and managing the global epi‑ demic: report of a WHO consultation: World Health Organization; 2000,not_found,skipped,,,false,Switzerland); World Health Organization,,,,,OpenAlex
post.zip/PMC9831885.pdf,,2,2018 Global Nutrition Report: Shining a Light to Spur Action on Nutrition,not_found,skipped,,,false,Development Initiatives,,,,,OpenAlex
post.zip/PMC9831885.pdf,,3,COVID-19 pandemic as risk factors for excessive weight gain in pediatrics: the role of changes in nutrition behavior,verified,verified,,CrossRef,false,Cena H; Fiechtner L; Vincenti A; Magenes VC; De Giuseppe R; Manuelli M,Hellas Cena; Lauren Fiechtner; Alessandra Vincenti; Vittoria Carlotta Magenes; Rachele De Giuseppe; Matteo Manuelli; Gian Vincenzo Zuccotti; Valeria Calcaterra,https://doi.org/10.3390/nu13124255,,,
post.zip/PMC9831885.pdf,,4,Psy‑ chological consequences of childhood obesity: psychiatric comorbidity and prevention,verified,verified,,CrossRef,false,Rankin J; Matthews L; Cobley S; Han A; Sanders R; Wiltshire HD,Jean Rankin; Lynsay Matthews; Stephen Cobley; Ahreum Han; Ross Sanders; Huw D Wiltshire; Julien S Baker,https://doi.org/10.2147/ahmt.s101631,,,
post.zip/PMC9831885.pdf,,5,Being overweight or obese and the development of asthma,verified,verified,,Semantic Scholar,false,Lang JE; Bunnell HT; Hossain MJ; Wysocki T; Lima JJ; Finkel TH,J. Lang; H. Bunnell; M. J. Hossain; T. Wysocki; J. Lima; T. Finkel; Leonard B. Bacharier; A. Dempsey; Lisa Sarzynski; Matthew R Test; C. Forrest,https://www.semanticscholar.org/paper/1c76255d3a2a804e23efbdbb8c26da487ecdfe34,,,
post.zip/PMC9831885.pdf,,6,Association of childhood obesity with risk of early all-cause and cause-specific mortality: a Swedish prospective cohort study,verified,verified,,CrossRef,false,Lindberg L; Danielsson P; Persson M; Marcus C,Louise Lindberg; Pernilla Danielsson; Martina Persson; Claude Marcus; Emilia Hagman,https://doi.org/10.1371/journal.pmed.1003078,,,
post.zip/PMC9831885.pdf,,7,Long-term impact of overweight and obesity in child‑ hood and adolescence on morbidity and premature mortality in adult‑ hood: systematic review,verified,verified,,Semantic Scholar,false,Reilly JJ,J. Reilly; J. S. Kelly,https://www.semanticscholar.org/paper/49d5f2eba2eee6d4d16096365b8985035b0d0bfd,,,
post.zip/PMC9831885.pdf,,8,Rapid weight gain during infancy and subsequent adiposity: a systematic review and meta-analysis of evidence,verified,verified,,CrossRef,false,Zheng M; Lamb KE; Grimes C; Laws R; Bolton K; Ong KK,M. Zheng; K. E. Lamb; C. Grimes; R. Laws; K. Bolton; K. K. Ong; K. Campbell,https://doi.org/10.1111/obr.12632,,,
post.zip/PMC9831885.pdf,,9,Timing of rapid weight gain and its effect on sub‑ sequent overweight or obesity in childhood: findings from a longitudinal birth cohort study,verified,verified,,PubMed,false,Li YF; Lin SJ; Chiang TL,Li YF; Lin SJ; Chiang TL,https://pubmed.ncbi.nlm.nih.gov/32532342/,,,
post.zip/PMC9831885.pdf,,10,Weight gain in early years and subsequent body mass index trajectories across birth weight groups: a prospective longitudinal study,verified,verified,,PubMed,false,Lu Y; Pearce A,Lu Y; Pearce A; Li L,https://pubmed.ncbi.nlm.nih.gov/31899482/,,,
post.zip/PMC9831885.pdf,,11,The origins of the developmental origins theory,verified,verified,,Semantic Scholar,false,Barker DJ,D. J. Barker,https://www.semanticscholar.org/paper/ba54d81c4b39de971c06ca1b5b774677bacb83e2,,,
post.zip/PMC9831885.pdf,,12,The thrifty ‘catch-up fat’ phenotype: its impact on insulin sensitivity during growth trajectories to obesity and metabolic syndrome,verified,verified,,PubMed,false,Dulloo AG; Jacquet J; Seydoux J; Montani JP,Dulloo AG; Jacquet J; Seydoux J; Montani JP,https://pubmed.ncbi.nlm.nih.gov/17133232/,,,
post.zip/PMC9831885.pdf,,14,Meta-analysis of epigenome-wide association studies in neonates reveals widespread differential DNA methylation associated with birthweight,verified,verified,,CrossRef,false,Küpers LK; Monnereau C; Sharp GC; Yousefi P; Salas LA; Ghantous A,Leanne K. Küpers; Claire Monnereau; Gemma C. Sharp; Paul Yousefi; Lucas A. Salas; Akram Ghantous; Christian M. Page; Sarah E. Reese; Allen J. Wilcox; Darina Czamara; Anne P. Starling; Alexei Novoloaca; Samantha Lent; Ritu Roy; Cathrine Hoyo; Carrie V. Breton; Catherine Allard; Allan C. Just; Kelly M. Bakulski; John W. Holloway; Todd M. Everson; Cheng-Jian Xu; Rae-Chi Huang; Diana A. van der Plaat; Matthias Wielscher; Simon Kebede Merid; Vilhelmina Ullemar; Faisal I. Rezwan; Jari Lahti; Jenny van Dongen; Sabine A. S. Langie; Tom G. Richardson; Maria C. Magnus; Ellen A. Nohr; Zongli Xu; Liesbeth Duijts; Shanshan Zhao; Weiming Zhang; Michelle Plusquin; Dawn L. DeMeo; Olivia Solomon; Joosje H. Heimovaara; Dereje D. Jima; Lu Gao; Mariona Bustamante; Patrice Perron; Robert O. Wright; Irva Hertz-Picciotto; Hongmei Zhang; Margaret R. Karagas; Ulrike Gehring; Carmen J. Marsit; Lawrence J. Beilin; Judith M. Vonk; Marjo-Riitta Jarvelin; Anna Bergström; Anne K. Örtqvist; Susan Ewart; Pia M. Villa; Sophie E. Moore; Gonneke Willemsen; Arnout R. L. Standaert; Siri E. Håberg; Thorkild I. A. Sørensen; Jack A. Taylor; Katri Räikkönen; Ivana V. Yang; Katerina Kechris; Tim S. Nawrot; Matt J. Silver; Yun Yun Gong; Lorenzo Richiardi; Manolis Kogevinas; Augusto A. Litonjua; Brenda Eskenazi; Karen Huen; Hamdi Mbarek; Rachel L. Maguire; Terence Dwyer; Martine Vrijheid; Luigi Bouchard; Andrea A. Baccarelli; Lisa A. Croen; Wilfried Karmaus; Denise Anderson; Maaike de Vries; Sylvain Sebert; Juha Kere; Robert Karlsson; Syed Hasan Arshad; Esa Hämäläinen; Michael N. Routledge; Dorret I. Boomsma; Andrew P. Feinberg; Craig J. Newschaffer; Eva Govarts; Matthieu Moisse; M. Daniele Fallin; Erik Melén; Andrew M. Prentice; Eero Kajantie; Catarina Almqvist; Emily Oken; Dana Dabelea; H. Marike Boezen; Phillip E. Melton; Rosalind J. Wright; Gerard H. Koppelman; Letizia Trevisi; Marie-France Hivert; Jordi Sunyer; Monica C. Munthe-Kaas; Susan K. Murphy; Eva Corpeleijn; Joseph Wiemels; Nina Holland; Zdenko Herceg; Elisabeth B. Binder; George Davey Smith; Vincent W. V. Jaddoe; Rolv T. Lie; Wenche Nystad; Stephanie J. London; Debbie A. Lawlor; Caroline L. Relton; Harold Snieder; Janine F. Felix,https://doi.org/10.1038/s41467-019-09671-3,,,
