Paper,Filename,RefIndex,RefNum,PredictedStatus,RawCitation,ReviewCategory,ReviewNote
"PMC12121219.pdf","post.zip/PMC12121219.pdf","25","26","mismatch","World Health Orgniazation. WHO framework convention on tobacco control. Vol. 77, Revista Espanola de Salud Publica. Geneva; 2003. p. 475–96. Available from: https://​apps.​who.​int/​iris/​bitst​ream/​handle/​10665/​42811/​ 92415​91013.​pdf;​jsess​ionid=​E307C​D6071​29527​15398​9FD21​1CBA2​9A?​ seque​nce=1.","Typo","Orgniazation"
"PMC12261565.pdf","post.zip/PMC12261565.pdf","28","29","not_found","NHS Digital. Critical care – average length of stay by discharge day, 2019–20. NHS Digital; 2021.","Paper not found","this is not an official title I could find"
"PMC10099882.pdf","post.zip/PMC10099882.pdf","8","9","not_found","www.​health.​gov.​za/​index.​php/​short​codes/​2015-​03-​29-​10-​42-​47/​2015-​ 04-​30-​08-​18-​10/​2015-​04-​30-​08-​21-​56%​3Fdow​nload%​3D2584:​2015-​ natio​nal-​anten​atal-​hiv-​preva​lence-​survey-​final-​23oct​17+​&​cd=​1&​hl=​ en&​ct=​clnk&​gl=​za. Accessed 17 May 2019.","Missing part of title/reference","no authors or title and can't access link"
"PMC10268422.pdf","post.zip/PMC10268422.pdf","3","4","not_found","National Blood Pressure Sampling Survey Collaboration Group. Prevalence, awareness, treatment and control of HTN in China: results of a sample survey in 1991. 1995.","Paper not found","written differently than online"
"PMC10268422.pdf","post.zip/PMC10268422.pdf","9","10","not_found","Chen Weiwei, ZHU Manlu, He Xinye, Li Wei, Wang Yang, Jia Xuan, et al. Play the role of health examination in the prevention and treatment of HTN in functional communities. Chin Med J 2010; 4(2): 3.","Paper not found","Can't find it anywhere, might also be translated from a different language"
"PMC10268422.pdf","post.zip/PMC10268422.pdf","12","13","not_found","Rui G, Zengwu W, Xin W, Linfeng Z, Zuo C, Min G, et al. HTN of occupational crowd in some province of our country is suffering from current situation and influence factor. Chin J Circulation. 2014;29(3):172–5.","Paper not found","Can't find it anywhere, might also be translated from a different language"
"PMC10268422.pdf","post.zip/PMC10268422.pdf","42","43","not_found","Hui Li, Hui C, Yiqing L. Analysis on influencing factors of health literacy of urban and rural residents in Liaoning province. Health Education in China. 2012;28(02):125–7.","Paper not found","Can't find it anywhere, might also be translated from a different language"
"PMC9843951.pdf","post.zip/PMC9843951.pdf","34","35","not_found","Tinker SC, Broussard CS, Frey MT, Gilboa SM. Prevalence of prescription medica‑ tion use among non-pregnant women of childbearing age and pregnant women in the United HHS Public Access. Matern Child Heal. J. 2015;19:1097–106.","Missing part of title/reference","missing part of the title after United"
"PMC11871686.pdf","post.zip/PMC11871686.pdf","152","153","not_found","Joshi B, Ch, i A, Srinivasan R, Saini SS, Prasad GRV, The placental pathology in Coronavirus disease, et al. infected mothers and its impact on pregnancy outcome. Placenta. 2019;2022(127):1–7.","Reference generator format mistake","author list and title are a bit mixed"
"PMC12219715.pdf","post.zip/PMC12219715.pdf","5","6","not_found","Frank L.J. Visseren*, Francois Mach* YMS, David Carballo, Konstantinos C. Koskinas, Maria B€ack, Athanase Benetos AB, Jose´-Manuel Boavida, Davide Capodanno, Bernard Cosyns, Carolyn Crawford, Constantinos H. Davos, Ileana Desormais, Emanuele Di Angelantonio OHF, Sigrun, Halvorsen FDRH, Monika Hollander, Ewa A. Jankowska, Matthias Michal, Simona, Sacco0 NS, Lale Tokgozoglu et al. 2021 ESC Guidelines on cardiovascular disease prevention in clinical practice. Eur Heart J. 2021;42(3227):337.","Typo","Author names have typos"
"PMC12232073.pdf","post.zip/PMC12232073.pdf","22","23","not_found","Allan R. The entomological impact of spatial repellents for cutaneous leishmaniasis control in urban conflict displaced settings in North-West Syria. In preparation; 2025.","Paper not found","Title is completely different than what I find online"
"PMC12482040.pdf","post.zip/PMC12482040.pdf","23","24","not_found","Zhang F, Li Q, Yu F, et al. High virological suppression in treatment-naïve people with HIV-1 on ainuovirine-versus efavirenz-based antiretroviral regimen as initial therapy: effect of pretreatment NNRTI resistance from RACER trial, a multi-centre, randomized, active-controlled study. J Int AIDS Soc. 2024;27(Suppl 6):54–5.","Paper not found","Different title with similar words, and unable to find"
"PMC12506275.pdf","post.zip/PMC12506275.pdf","17","18","not_found","Shin C. Community-based KoGES-Ansan cohort past and future. Presented at: Korean Gerontological Society Annual Meeting; 2024 Oct 31; Suwon, Republic of Korea","Paper not found","Unable to find"
