Filename,RefIndex,RefNum,Title,PredictedStatus,ManualLabel
"post.zip/abbas23a.pdf","35","36","Correlation clustering via strong triadic closure labeling: Fast approximation algorithms and practical lower bounds","verified",""
"post.zip/abbas23a.pdf","36","37","Correlation clustering with low-rank matrices","verified",""
"post.zip/abbas23a.pdf","37","38","Information theoretic measures for clusterings comparison: Variants, properties, normalization and correction for chance","verified",""
"post.zip/abbas23a.pdf","38","39","Differentiation of blackbox combinatorial solvers","verified",""
"post.zip/abbas23a.pdf","39","40","A tutorial on spectral clustering","verified",""
"post.zip/abbas23a.pdf","40","41","Maxdeeplab: End-to-end panoptic segmentation with mask transformers","verified",""
"post.zip/abbas23a.pdf","41","42","DeepLab2: A TensorFlow Library for Deep Labeling","verified",""
"post.zip/abbas23a.pdf","42","43","k-means mask transformer","verified",""
"post.zip/antoniadis23b.pdf","42","43","Algorithms for Unfair MTS","not_found","uncertain"
"post.zip/antoniadis23b.pdf","44","45","State j is chosen with probability","not_found","uncertain"
"post.zip/antoniadis23b.pdf","51","52","We refer to Section 4.4.1 in Blum & Burch (2000) for more details on how to implement this algorithm in the general MTS setting","not_found","uncertain"
"post.zip/antoniadis23b.pdf","52","53","It requires two parameters: the sharing parameter α ∈[0, 1/2] and β ∈[0, 1] (logarithm of the learning rate)","not_found","uncertain"
"post.zip/antoniadis23b.pdf","54","55","states the performance guarantee of this algorithm for unfair MTS","not_found","uncertain"
"post.zip/antoniadis23b.pdf","55","56","Lower Bound for k-Server Against � DYN","not_found","uncertain"
"post.zip/antoniadis23b.pdf","56","57","expressed the belief that their framework for multiple predictions can be applied to problems other than set-cover, (weighted) caching and facility location","not_found","uncertain"
"post.zip/antoniadis23b.pdf","58","59","Ω(log k)) on any metric space of at least k + 1 points","not_found","uncertain"
"post.zip/antoniadis23b.pdf","59","60","Implications for Covering LPs for k-Server","not_found","uncertain"
"post.zip/antoniadis23b.pdf","60","61","Atx ≥ bt ∀t = 1","not_found","uncertain"
"post.zip/antoniadis23b.pdf","61","62","Since such formulations lend themselves to the design of randomized algorithms (Buchbinder & Naor, 2009), there is significant interest in finding online covering formulations for the k-server problem (Bansal et al., 2007; 2010; Gupta et al., 2021)","not_found","uncertain"
"post.zip/antoniadis23b.pdf","66","67","Similarly, for the more general case of k-server on HST metrics it is also known how to convert a fractional algorithm into a randomized integral one (Bansal et al., 2015)","not_found","uncertain"
"post.zip/antoniadis23b.pdf","70","71","By the construction of Bubeck et al. (2023), on which the proof of Theorem 1.3 is based, this instance uses a metric space of n points such that ℓ= O(log n/ log log n)","not_found","uncertain"
"post.zip/antoniadis23b.pdf","0","1","Online facility location with multiple advice","verified",""
"post.zip/antoniadis23b.pdf","1","2","Online algorithms with multiple predictions","verified",""
"post.zip/antoniadis23b.pdf","2","3","Online metric algorithms with untrusted predictions","verified",""
"post.zip/antoniadis23b.pdf","3","4","Learning-augmented dynamic power management with multiple states via new ski rental bounds","verified",""
"post.zip/antoniadis23b.pdf","4","5","Learning augmented energy minimization via speed scaling","verified",""
"post.zip/antoniadis23b.pdf","5","6","A primal-dual randomized algorithm for weighted paging","verified",""
"post.zip/antoniadis23b.pdf","6","7","Towards the randomized k-server conjecture: A primal-dual approach","verified",""
"post.zip/antoniadis23b.pdf","7","8","A polylogarithmic-competitive algorithm for the k-server problem","verified",""
"post.zip/antoniadis23b.pdf","9","10","A poly-log(n)-competitive algorithm for metrical task systems","verified",""
"post.zip/antoniadis23b.pdf","10","11","Online linear optimization with many hints","verified",""
"post.zip/antoniadis23b.pdf","11","12","Online learning and the metrical task system problem","verified",""
"post.zip/antoniadis23b.pdf","12","13","An optimal online algorithm for metrical task system","verified",""
"post.zip/antoniadis23b.pdf","13","14","Metrical task systems on trees via mirror descent and unfair gluing","verified",""
"post.zip/antoniadis23b.pdf","14","15","Shortest paths without a map, but with an entropic regularizer","verified",""
"post.zip/antoniadis23b.pdf","15","16","The randomized k-server conjecture is false! In STOC","verified",""
"post.zip/antoniadis23b.pdf","16","17","The design of competitive online algorithms via a primal-dual approach","verified",""
"post.zip/antoniadis23b.pdf","17","18","","verified",""
"post.zip/antoniadis23b.pdf","18","19","Prediction, learning, and games","verified",""
"post.zip/antoniadis23b.pdf","19","20","The server problem and online games","verified",""
"post.zip/antoniadis23b.pdf","20","21","New results on server problems","verified",""
"post.zip/antoniadis23b.pdf","21","22","Algorithms with prediction portfolios","verified",""
"post.zip/antoniadis23b.pdf","22","23","Online computation with advice","verified",""
"post.zip/antoniadis23b.pdf","23","24","Online paging with a vanishing regret","verified",""
"post.zip/antoniadis23b.pdf","24","25","A tight bound on approximating arbitrary metrics by tree metrics","verified",""
"post.zip/antoniadis23b.pdf","25","26","Better algorithms for unfair metrical task systems and applications","verified",""
"post.zip/antoniadis23b.pdf","26","27","Competitive k-server algorithms (extended abstract)","verified",""
"post.zip/antoniadis23b.pdf","28","29","Competitive algorithms for layered graph traversal","verified",""
"post.zip/antoniadis23b.pdf","29","30","Online algorithms for rent-or-buy with expert advice","verified",""
"post.zip/antoniadis23b.pdf","30","31","A hitting set relaxation for k-server and an extension to time-windows","verified",""
"post.zip/antoniadis23b.pdf","31","32","Tracking the best expert","verified",""
"post.zip/antoniadis23b.pdf","32","33","Parsimonious learning-augmented caching","verified",""
"post.zip/antoniadis23b.pdf","33","34","Competitive caching with machine learned advice","verified",""
"post.zip/antoniadis23b.pdf","34","35","Competitive algorithms for server problems","verified",""
"post.zip/antoniadis23b.pdf","36","37","Improving online algorithms via ML predictions","verified",""
"post.zip/antoniadis23b.pdf","37","38","Near-optimal bounds for online caching with machine learned advice","verified",""
"post.zip/antoniadis23b.pdf","38","39","Introduction to multi-armed bandits","verified",""
"post.zip/antoniadis23b.pdf","39","40","Online algorithms for multi-shop ski rental with machine learned advice","verified",""
"post.zip/antoniadis23b.pdf","40","41","Better and simpler learning-augmented online caching","verified",""
"post.zip/boopathy23a.pdf","3","4","Concerning �1 0 · · · �1 0 (x2 1 + · · · + x2 k) 1/2dx1 · · · , dxk and a Taylor series method","not_found","real"
"post.zip/boopathy23a.pdf","16","17","Center for Cognitive and Neural Studies (Coneural), Romania","not_found","real"
"post.zip/boopathy23a.pdf","28","29","Breaking linear classifiers on imagenet","not_found","real"
"post.zip/boopathy23a.pdf","73","74","Mapping Between Our Framework and Common Learning Settings","not_found","uncertain"
"post.zip/boopathy23a.pdf","75","76","Here, c1 corresponds to an alphabet, and c2 corresponds to a set of sample images within that alphabet","not_found","uncertain"
"post.zip/boopathy23a.pdf","77","78","Here, c1 corresponds to the observed state of the environment from which the agent is trained to extract the optimal action","not_found","uncertain"
"post.zip/boopathy23a.pdf","78","79","The skills include simple manipulations such as pushing, turning, placing etc","not_found","uncertain"
"post.zip/boopathy23a.pdf","80","81","Note that for any x1, x2, θ, we have","not_found","uncertain"
"post.zip/boopathy23a.pdf","96","97","Validity of Theoretical Assumptions","not_found","uncertain"
"post.zip/boopathy23a.pdf","97","98","Shift-invariance of Loss Function","not_found","uncertain"
"post.zip/boopathy23a.pdf","102","103","Second-order Condition on Model","not_found","uncertain"
"post.zip/boopathy23a.pdf","103","104","However, it has been observed that ReLU networks behave like neural networks with smooth, polynomial activation functions (Poggio et al., 2017); thus, it may be reasonable to apply our assumption even to ReLU networks","not_found","uncertain"
"post.zip/boopathy23a.pdf","104","105","Shape of Interpolating Hypothesis Space","not_found","uncertain"
"post.zip/boopathy23a.pdf","105","106","Taking an interpolating hypothesis and slightly perturbing it in an arbitrary direction will likely break interpolation","not_found","uncertain"
"post.zip/boopathy23a.pdf","106","107","Empirically Validating Wasserstein Distance Approximation","not_found","uncertain"
"post.zip/boopathy23a.pdf","109","110","Empirically Approximating Task Difficulty","not_found","uncertain"
"post.zip/boopathy23a.pdf","117","118","The spatial resolution δ is set based on the nature of each task","not_found","uncertain"
"post.zip/boopathy23a.pdf","118","119","Empirically Computing Classification Task Difficulty","not_found","uncertain"
"post.zip/boopathy23a.pdf","119","120","We use k = 5 nearest neighbors for our estimation","not_found","uncertain"
"post.zip/boopathy23a.pdf","122","123","Empirically Computing Meta-Learning Task Difficulty","not_found","uncertain"
"post.zip/boopathy23a.pdf","126","127","Empirically Computing Reinforcement Learning Task Difficulty","not_found","uncertain"
"post.zip/boopathy23a.pdf","132","133","The wavelength of the component corresponding to p is 2π/∥p∥, so we restrict our parameterization to components satisfying ∥p∥≤2π/δ","not_found","uncertain"
"post.zip/boopathy23a.pdf","136","137","Using these values, we findI ≈d � �2π","not_found","uncertain"
"post.zip/boopathy23a.pdf","139","140","Estimating δ for Classification Tasks","not_found","uncertain"
"post.zip/boopathy23a.pdf","145","146","For ImageNet, we choose n = 40000 and k = 200","not_found","uncertain"
"post.zip/boopathy23a.pdf","156","157","Thus, we may express e(θ, p) as","not_found","uncertain"
"post.zip/boopathy23a.pdf","160","161","Assume the following conditional independencies","not_found","uncertain"
"post.zip/boopathy23a.pdf","165","166","First, that by conditional independence","not_found","uncertain"
"post.zip/boopathy23a.pdf","181","182","Recall that d is the output","not_found","uncertain"
"post.zip/boopathy23a.pdf","183","184","Similarly, the new value of r is �","not_found","uncertain"
"post.zip/boopathy23a.pdf","191","192","Task difficulties on parametric variations of benchmark tasks","not_found","uncertain"
"post.zip/boopathy23a.pdf","194","195","Varying Number of Classes","not_found","uncertain"
"post.zip/boopathy23a.pdf","197","198","How to extend the inductive bias complexity measure to the non-interpolating case?","not_found","uncertain"
"post.zip/boopathy23a.pdf","198","199","Why does inductive bias exponentially depend on data dimension?","not_found","uncertain"
"post.zip/boopathy23a.pdf","200","201","Why do training points provide so little inductive bias?","not_found","uncertain"
"post.zip/boopathy23a.pdf","201","202","Why is the scale of inductive bias complexity so large?","not_found","uncertain"
"post.zip/boopathy23a.pdf","202","203","These large numbers can be attributed to the vast size of the hypothesis space constructed in Section 3.3: it includes any bandlimited function on the data manifold below a certain frequency threshold","not_found","uncertain"
"post.zip/boopathy23a.pdf","205","206","Mapping different learning settings under a common set of notation","not_found","uncertain"
"post.zip/boopathy23a.pdf","207","208","class class c1 : instance within class","not_found","uncertain"
"post.zip/boopathy23a.pdf","27","28","On the sample complexity of reinforcement learning","mismatch","real"
"post.zip/boopathy23a.pdf","64","65","Topological Vector Spaces, Distributions and Kernels: Pure and Applied Mathematics, Vol","mismatch","real"
"post.zip/boopathy23a.pdf","0","1","The information complexity of learning tasks, their structure and their distance","verified",""
"post.zip/boopathy23a.pdf","1","2","A universal theorem on learning curves","verified",""
"post.zip/boopathy23a.pdf","2","3","An ensemble of simple convolutional neural network models for mnist digit recognition","verified",""
"post.zip/boopathy23a.pdf","4","5","Explaining neural scaling laws","verified",""
"post.zip/boopathy23a.pdf","5","6","The arcade learning environment: An evaluation platform for general agents","verified",""
"post.zip/boopathy23a.pdf","6","7","Learnability and the vapnik-chervonenkis dimension","verified",""
"post.zip/boopathy23a.pdf","7","8","On the measure of intelligence","verified",""
"post.zip/boopathy23a.pdf","8","9","Multi-column deep neural networks for image classification","verified",""
"post.zip/boopathy23a.pdf","9","10","Learning curves: Asymptotic values and rate of convergence","verified",""
"post.zip/boopathy23a.pdf","10","11","Approximation theory and harmonic analysis on spheres and balls","verified",""
"post.zip/boopathy23a.pdf","11","12","A moment estimator for the index of an extreme-value distribution","verified",""
"post.zip/boopathy23a.pdf","12","13","ImageNet: A large-scale hierarchical image database","verified",""
"post.zip/boopathy23a.pdf","13","14","An image is worth 16x16 words: Transformers for image recognition at scale","verified",""
"post.zip/boopathy23a.pdf","14","15","How many samples are needed to estimate a convolutional or recurrent neural network?","verified",""
"post.zip/boopathy23a.pdf","15","16","Benchmarking deep reinforcement learning for continuous control","verified",""
"post.zip/boopathy23a.pdf","17","18","Sharpness-aware minimization for efficiently improving generalization","verified",""
"post.zip/boopathy23a.pdf","18","19","Multi-digit number recognition from street view imagery using deep convolutional neural networks","verified",""
"post.zip/boopathy23a.pdf","19","20","Quantifying inductive bias: Ai learning algorithms and valiant’s learning framework","verified",""
"post.zip/boopathy23a.pdf","20","21","Deep residual learning for image recognition","verified",""
"post.zip/boopathy23a.pdf","21","22","Evaluation in artificial intelligence: from task-oriented to ability-oriented measurement","verified",""
"post.zip/boopathy23a.pdf","22","23","Deep learning scaling is predictable, empirically","verified",""
"post.zip/boopathy23a.pdf","23","24","Densely connected convolutional networks","verified",""
"post.zip/boopathy23a.pdf","24","25","Learning curve theory","verified",""
"post.zip/boopathy23a.pdf","25","26","Methods and analysis of the first competition in predicting generalization of deep learning","verified",""
"post.zip/boopathy23a.pdf","29","30","Robustness implies generalization via data-dependent generalization bounds","verified",""
"post.zip/boopathy23a.pdf","30","31","On large-batch training for deep learning: Generalization gap and sharp minima","verified",""
"post.zip/boopathy23a.pdf","31","32","Big transfer (BiT): General visual representation learning","verified",""
"post.zip/boopathy23a.pdf","32","33","Three approaches to the quantitative definition ofinformation’","verified",""
"post.zip/boopathy23a.pdf","33","34","Rademacher processes and bounding the risk of function learning","verified",""
"post.zip/boopathy23a.pdf","35","36","Imagenet classification with deep convolutional neural networks","verified",""
"post.zip/boopathy23a.pdf","36","37","Human-level concept learning through probabilistic program induction","verified",""
"post.zip/boopathy23a.pdf","37","38","Gradient-based learning applied to document recognition","verified",""
"post.zip/boopathy23a.pdf","39","40","Multi-class svms: From tighter data-dependent generalization bounds to novel algorithms","verified",""
"post.zip/boopathy23a.pdf","40","41","Visualizing the loss landscape of neural nets","verified",""
"post.zip/boopathy23a.pdf","41","42","Why are convolutional nets more sample-efficient than fully-connected nets?","verified",""
"post.zip/boopathy23a.pdf","42","43","How far can we go without convolution: Improving fully-connected networks","verified",""
"post.zip/boopathy23a.pdf","43","44","Towards deep learning models resistant to adversarial attacks","verified",""
"post.zip/boopathy23a.pdf","44","45","A novel layerwise pruning method for model reduction of fully connected deep neural networks","verified",""
"post.zip/boopathy23a.pdf","45","46","Sample complexity and effective dimension for regression on manifolds","verified",""
"post.zip/boopathy23a.pdf","46","47","When and why are deep networks better than shallow ones?","verified",""
"post.zip/boopathy23a.pdf","48","49","Learning curves, model selection and complexity of neural networks","verified",""
"post.zip/boopathy23a.pdf","49","50","Information-theoretic generalization bounds for sgld via data-dependent estimates","verified",""
"post.zip/boopathy23a.pdf","50","51","Reading digits in natural images with unsupervised feature learning","verified",""
"post.zip/boopathy23a.pdf","52","53","Theory of deep learning iii: explaining the non-overfitting puzzle","verified",""
"post.zip/boopathy23a.pdf","53","54","The intrinsic dimension of images and its impact on learning","verified",""
"post.zip/boopathy23a.pdf","54","55","Information-theoretic analysis of stability and bias of learning algorithms","verified",""
"post.zip/boopathy23a.pdf","55","56","High-dimensional signature compression for large-scale image classification","verified",""
"post.zip/boopathy23a.pdf","57","58","On the information bottleneck theory of deep learning","verified",""
"post.zip/boopathy23a.pdf","58","59","Learning and generalization with the information bottleneck","verified",""
"post.zip/boopathy23a.pdf","59","60","Scaling laws from the data manifold dimension","verified",""
"post.zip/boopathy23a.pdf","60","61","Opening the black box of deep neural networks via information","verified",""
"post.zip/boopathy23a.pdf","61","62","Minimax distribution estimation in wasserstein distance","verified",""
"post.zip/boopathy23a.pdf","62","63","Fourier Analysis: An Introduction","verified",""
"post.zip/boopathy23a.pdf","63","64","Mujoco: A physics engine for model-based control","verified",""
"post.zip/boopathy23a.pdf","65","66","Canonical convolutional neural networks","verified",""
"post.zip/boopathy23a.pdf","66","67","Resnet strikes back: An improved training procedure in timm","verified",""
"post.zip/boopathy23a.pdf","67","68","The lack of a priori distinctions between learning algorithms","verified",""
"post.zip/boopathy23a.pdf","68","69","Rademacher complexity for adversarially robust generalization","verified",""
"post.zip/boopathy23a.pdf","69","70","Meta-world: A benchmark and evaluation for multi-task and meta reinforcement learning","verified",""
"post.zip/boopathy23a.pdf","70","71","Wide residual networks","verified",""
"post.zip/boopathy23a.pdf","71","72","DIME: An information-theoretic difficulty measure for AI datasets","verified",""
"post.zip/boopathy23a.pdf","79","80","Proof of Theorem 2","verified",""
"post.zip/boopathy23a.pdf","204","205","Additional Tables and Figures","verified",""
"post.zip/chang23b.pdf","10","11","Issues in computer vision data collection: Bias, consent, and label taxonomy","not_found","real"
"post.zip/chang23b.pdf","12","13","Sex, lies, and videotape: Deep fakes and free speech delusions","mismatch","real"
"post.zip/chang23b.pdf","0","1","Structured denoising diffusion models in discrete state-spaces","verified",""
"post.zip/chang23b.pdf","1","2","Large scale gan training for high fidelity natural image synthesis","verified",""
"post.zip/chang23b.pdf","2","3","Instructpix2pix: Learning to follow image editing instructions","verified",""
"post.zip/chang23b.pdf","3","4","Language models are few-shot learners","verified",""
"post.zip/chang23b.pdf","4","5","Gender shades: Intersectional accuracy disparities in commercial gender classification","verified",""
"post.zip/chang23b.pdf","5","6","Maskgit: Masked generative image transformer","verified",""
"post.zip/chang23b.pdf","6","7","Bert: Pre-training of deep bidirectional transformers for language understanding","verified",""
"post.zip/chang23b.pdf","7","8","Diffusion models beat gans on image synthesis","verified",""
"post.zip/chang23b.pdf","8","9","Cogview: Mastering text-to-image generation via transformers","verified",""
"post.zip/chang23b.pdf","9","10","Large scale adversarial representation learning","verified",""
"post.zip/chang23b.pdf","11","12","Taming transformers for high-resolution image synthesis","verified",""
"post.zip/chang23b.pdf","13","14","Make-a-scene: Scene-based text-to-image generation with human priors","verified",""
"post.zip/chang23b.pdf","14","15","An image is worth one word: Personalizing text-to-image generation using textual inversion","verified",""
"post.zip/chang23b.pdf","15","16","Generative adversarial networks","verified",""
"post.zip/chang23b.pdf","16","17","Accurate, large minibatch SGD: Training ImageNet in 1 hour","verified",""
"post.zip/chang23b.pdf","17","18","Vector quantized diffusion model for text-to-image synthesis","verified",""
"post.zip/chang23b.pdf","18","19","Masked autoencoders are scalable vision learners","verified",""
"post.zip/chang23b.pdf","19","20","Women also snowboard: Overcoming bias in captioning models","verified",""
"post.zip/chang23b.pdf","20","21","Gans trained by a two time-scale update rule converge to a local nash equilibrium","verified",""
"post.zip/chang23b.pdf","21","22","Classifier-free diffusion guidance","verified",""
"post.zip/chang23b.pdf","22","23","Denoising diffusion probabilistic models","verified",""
"post.zip/chang23b.pdf","23","24","Video diffusion models","verified",""
"post.zip/chang23b.pdf","24","25","Generative adversarial networks–enabled human–artificial intelligence collaborative applications for creative and design industries: A systematic review of current approaches and trends","verified",""
"post.zip/chang23b.pdf","25","26","Scaling up visual and vision-language representation learning with noisy text supervision","verified",""
"post.zip/chang23b.pdf","26","27","A domain-specific supercomputer for training deep neural networks","verified",""
"post.zip/chang23b.pdf","27","28","A style-based generator architecture for generative adversarial networks","verified",""
"post.zip/chang23b.pdf","28","29","Imagic: Text-based real image editing with diffusion models","verified",""
"post.zip/chang23b.pdf","29","30","Diffusionclip: Text-guided diffusion models for robust image manipulation","verified",""
"post.zip/chang23b.pdf","31","32","Adam: A method for stochastic optimization","verified",""
"post.zip/chang23b.pdf","32","33","Autore-gressive image generation using residual quantization","verified",""
"post.zip/chang23b.pdf","33","34","Draft-and-revise: Effective image generation with contextual rq-transformer","verified",""
"post.zip/chang23b.pdf","34","35","Improved masked image generation with token-critic","verified",""
"post.zip/chang23b.pdf","35","36","Mage: Masked generative encoder to unify representation learning and image synthesis","verified",""
"post.zip/chang23b.pdf","36","37","Microsoft coco: Common objects in context","verified",""
"post.zip/chang23b.pdf","37","38","Swin transformer: Hierarchical vision transformer using shifted windows","verified",""
"post.zip/chang23b.pdf","38","39","SGDR: Stochastic gradient descent with warm restarts","verified",""
"post.zip/chang23b.pdf","39","40","Dpmsolver: A fast ODE solver for diffusion probabilistic model sampling in around 10 steps","verified",""
"post.zip/chang23b.pdf","40","41","Sdedit: Image synthesis and editing with stochastic differential equations","verified",""
"post.zip/chang23b.pdf","41","42","Linearly mapping from image to text space","verified",""
"post.zip/chang23b.pdf","42","43","Null-text inversion for editing real images using guided diffusion models","verified",""
"post.zip/chang23b.pdf","43","44","Glide: Towards photorealistic image generation and editing with text-guided diffusion models","verified",""
"post.zip/chang23b.pdf","44","45","Styleclip: Text-driven manipulation of stylegan imagery","verified",""
"post.zip/chang23b.pdf","45","46","Data and its (dis) contents: A survey of dataset development and use in machine learning research","verified",""
"post.zip/chang23b.pdf","46","47","Large image datasets: A pyrrhic win for computer vision","verified",""
"post.zip/chang23b.pdf","47","48","Language models are unsupervised multitask learners","verified",""
"post.zip/chang23b.pdf","48","49","Learning transferable visual models from natural language supervision","verified",""
"post.zip/chang23b.pdf","49","50","Exploring the limits of transfer learning with a unified text-to-text transformer","verified",""
"post.zip/chang23b.pdf","51","52","Hierarchical text-conditional image generation with clip latents","verified",""
"post.zip/chang23b.pdf","52","53","Discrete variational autoencoders","verified",""
"post.zip/chang23b.pdf","53","54","High-resolution image synthesis with latent diffusion models","verified",""
"post.zip/chang23b.pdf","54","55","U-net: Convolutional networks for biomedical image segmentation","verified",""
"post.zip/chang23b.pdf","55","56","Dreambooth: Fine tuning text-to-image diffusion models for subject-driven generation","verified",""
"post.zip/chang23b.pdf","56","57","Photorealistic text-to-image diffusion models with deep language understanding","verified",""
"post.zip/chang23b.pdf","57","58","Progressive distillation for fast sampling of diffusion models","verified",""
"post.zip/chang23b.pdf","58","59","Do datasets have politics? disciplinary values in computer vision dataset development","verified",""
"post.zip/chang23b.pdf","59","60","Laion-400m: Open dataset of clip-filtered 400 million image-text pairs","verified",""
"post.zip/chang23b.pdf","60","61","Laion-5b: An open large-scale dataset for training next generation image-text models","verified",""
"post.zip/chang23b.pdf","61","62","Conceptual captions: A cleaned, hypernymed, image alt-text dataset for automatic image captioning","verified",""
"post.zip/chang23b.pdf","62","63","Adafactor: Adaptive learning rates with sublinear memory cost","verified",""
"post.zip/chang23b.pdf","63","64","Denoising diffusion implicit models","verified",""
"post.zip/chang23b.pdf","64","65","Biases in generative art: A causal look from the lens of art history","verified",""
"post.zip/chang23b.pdf","65","66","Improved vector quantized diffusion models","verified",""
"post.zip/chang23b.pdf","66","67","Dfgan: A simple and effective baseline for text-to-image synthesis","verified",""
"post.zip/chang23b.pdf","67","68","Attention is all you need","verified",""
"post.zip/chang23b.pdf","68","69","Imagen editor and editbench: Advancing and evaluating text-guided image inpainting","verified",""
"post.zip/chang23b.pdf","69","70","all around me are synthetic faces: the mad world of ai-generated media","verified",""
"post.zip/chang23b.pdf","70","71","Gan inversion: A survey","verified",""
"post.zip/chang23b.pdf","71","72","Attngan: Fine-grained text to image generation with attentional generative adversarial networks","verified",""
"post.zip/chang23b.pdf","72","73","Vector-quantized image modeling with improved vqgan","verified",""
"post.zip/chang23b.pdf","73","74","Vector-quantized image modeling with improved VQGAN","verified",""
"post.zip/chang23b.pdf","74","75","Scaling autoregressive models for content-rich text-to-image generation","verified",""
"post.zip/chang23b.pdf","75","76","Cross-modal contrastive learning for text-to-image generation","verified",""
"post.zip/chang23b.pdf","76","77","Improved transformer for high-resolution gans","verified",""
"post.zip/chang23b.pdf","77","78","LAFITE: towards language-free training for text-to-image generation","verified",""
"post.zip/chen23f.pdf","40","41","The Data-driven Schrödinger Bridge","not_found","real"
"post.zip/chen23f.pdf","41","42","Computational Optimal Transport: With Applications to Data Science","not_found","real"
"post.zip/chen23f.pdf","61","62","From Schrödinger Bridge problem (SBP) to FB-SDE","not_found","uncertain"
"post.zip/chen23f.pdf","62","63","and (Pavon et al., 2021; Caluya & Halder, 2022)) proposes to minimize","not_found","uncertain"
"post.zip/chen23f.pdf","109","110","to reverse the forward diffusion (27), we obtain the backward diffusion","not_found","uncertain"
"post.zip/chen23f.pdf","113","114","Given the score functions (−→ ψ , ←− φ ) that solve the Schrödinger system  ","not_found","uncertain"
"post.zip/chen23f.pdf","122","123","An Important Property of Static Schrödinger Bridge Problem (SBP)","not_found","uncertain"
"post.zip/chen23f.pdf","123","124","Let G ∽µ⋆⊗ν⋆, where ∽is the cyclical invariant property (Ghosal et al., 2022) and dG ∝e−cεd(µ⋆⊗ν⋆)","not_found","uncertain"
"post.zip/chen23f.pdf","129","130","Connections between Score Functions in FB-SDE and Potential Functions in EOT","not_found","uncertain"
"post.zip/chen23f.pdf","153","154","Convergence Analysis for the Marginals","not_found","uncertain"
"post.zip/chen23f.pdf","161","162","For all k ≥0 and n ≥0, we have","not_found","uncertain"
"post.zip/chen23f.pdf","229","230","Combining Eq.(46) shows KL(ν⋆,k+1|ν2k+1) + O(ϵ) ≥KL(µ2k+2|µ⋆,k+1)","not_found","uncertain"
"post.zip/chen23f.pdf","282","283","Given a non-negative sequence {xi}0≤i≤N such that �N i=0 xi ≤C and xi+1 ≤xi + ϵ, we have","not_found","uncertain"
"post.zip/chen23f.pdf","290","291","It follows that �N i=0 x∗ i = (i∗+ 1)c0 + i∗(1+i∗)ϵ","not_found","uncertain"
"post.zip/chen23f.pdf","292","293","As a result, the optimal value of x∗ i∗satisfies","not_found","uncertain"
